V4	SYMBOL	GENENAME	seqnames	start	end	width	strand	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL
IP1_peak_404	Map2k6	mitogen-activated protein kinase kinase 6	chr11	110479107	110479107	1	*	9.77293	Promoter (<=1kb)	11	110479039	110497926	18888	1	26399	ENSMUST00000133920.1	68	ENSMUSG00000020623
IP1_peak_543	Trmt61a	tRNA methyltransferase 61A	chr12	111693915	111693915	1	*	9.77293	Distal Intergenic	12	111678116	111678908	793	1	328162	ENSMUST00000222737.1	15799	ENSMUSG00000060950
IP1_peak_1094	Zfp608	zinc finger protein 608	chr18	55427773	55427773	1	*	9.74908	Distal Intergenic	18	54888723	54992555	103833	2	269023	ENSMUST00000237844.1	-435218	ENSMUSG00000052713
IP1_peak_1173	Sufu	SUFU negative regulator of hedgehog signaling	chr19	46422779	46422779	1	*	9.74908	Intron (ENSMUST00000039922.12/24069, intron 2 of 11)	19	46401124	46454043	52920	1	24069	ENSMUST00000235166.1	21655	ENSMUSG00000025231
IP1_peak_2015	Ybx3	Y box protein 3	chr6	131377561	131377561	1	*	9.74908	Promoter (<=1kb)	6	131365090	131378241	13152	2	56449	ENSMUST00000205035.2	680	ENSMUSG00000030189
IP1_peak_2018	4930425L21Rik	RIKEN cDNA 4930425L21 gene	chr6	135559557	135559557	1	*	9.74908	Distal Intergenic	6	135658913	135683391	24479	1	75024	ENSMUST00000205073.2	-99356	NA
IP1_peak_2271	Meak7	MTOR associated protein, eak-7 homolog	chr8	119786195	119786195	1	*	9.74908	Distal Intergenic	8	119760076	119778416	18341	2	74347	ENSMUST00000049156.6	-7779	ENSMUSG00000034105
IP1_peak_2432	1700020M21Rik	RIKEN cDNA 1700020M21 gene	chr9	120855875	120855875	1	*	9.74908	Distal Intergenic	9	120913774	120915252	1479	2	76402	ENSMUST00000188320.1	59377	ENSMUSG00000100146
IP1_peak_2409	Nek11	NIMA (never in mitosis gene a)-related expressed kinase 11	chr9	105343542	105343542	1	*	9.73397	Intron (ENSMUST00000128415.2/ENSMUST00000128415.2, intron 1 of 1)	9	105162974	105393021	230048	2	208583	ENSMUST00000177029.7	49479	ENSMUSG00000035032
IP1_peak_392	Krtap16-1	keratin associated protein 16-1	chr11	99986002	99986002	1	*	9.70749	Promoter (<=1kb)	11	99984710	99986597	1888	2	100504183	ENSMUST00000105050.3	595	ENSMUSG00000078253
IP1_peak_847	Tcf20	transcription factor 20	chr15	82935158	82935158	1	*	9.70749	Intron (ENSMUST00000229547.1/21411, intron 1 of 1)	15	82808436	82912134	103699	2	21411	ENSMUST00000048966.6	-23024	ENSMUSG00000041852
IP1_peak_848	Mir3080	microRNA 3080	chr15	82952693	82952693	1	*	9.70749	Intron (ENSMUST00000229547.1/21411, intron 1 of 1)	15	82959218	82959296	79	2	100526477	ENSMUST00000175010.1	6603	ENSMUSG00000092751
IP1_peak_1015	Btbd9	BTB domain containing 9	chr17	30497801	30497801	1	*	9.70749	Intron (ENSMUST00000168787.7/224671, intron 6 of 10)	17	30220553	30491710	271158	2	224671	ENSMUST00000236153.1	-6091	ENSMUSG00000062202
IP1_peak_1114	Tcf4	transcription factor 4	chr18	69499276	69499276	1	*	9.70749	Promoter (<=1kb)	18	69499389	69636886	137498	1	21413	ENSMUST00000201181.3	-113	ENSMUSG00000053477
IP1_peak_1510	Ttll7	tubulin tyrosine ligase-like family, member 7	chr3	147182630	147182630	1	*	9.70749	Distal Intergenic	3	146943920	146981920	38001	1	70892	ENSMUST00000197547.1	238710	ENSMUSG00000036745
IP1_peak_1660	Hpca	hippocalcin	chr4	129113309	129113309	1	*	9.70749	Intron (ENSMUST00000095807.9/15444, intron 1 of 2)	4	129111570	129118967	7398	2	15444	ENSMUST00000095807.9	5658	ENSMUSG00000028785
IP1_peak_1708	Cdk6	cyclin dependent kinase 6	chr5	3405471	3405471	1	*	9.70749	Intron (ENSMUST00000165117.7/12571, intron 3 of 7)	5	3344312	3522225	177914	1	12571	ENSMUST00000042410.4	61159	ENSMUSG00000040274
IP1_peak_1842	Ncor2	nuclear receptor co-repressor 2	chr5	125159582	125159582	1	*	9.70749	Intron (ENSMUST00000111402.8/20602, intron 1 of 47)	5	125017162	125179053	161892	2	20602	ENSMUST00000086083.10	19471	ENSMUSG00000029478
IP1_peak_1932	Mir148a	microRNA 148a	chr6	51057419	51057419	1	*	9.70749	Distal Intergenic	6	51269812	51269910	99	2	387166	ENSMUST00000083571.1	212491	ENSMUSG00000065505
IP1_peak_1942	Znrf2	zinc and ring finger 2	chr6	54760275	54760275	1	*	9.70749	Distal Intergenic	6	54816916	54893500	76585	1	387524	ENSMUST00000079869.12	-56641	ENSMUSG00000058446
IP1_peak_2212	Ttc29	tetratricopeptide repeat domain 29	chr8	78346440	78346440	1	*	9.70749	Intron (ENSMUST00000049395.14/73301, intron 12 of 13)	8	78390982	78393774	2793	1	73301	ENSMUST00000124713.1	-44542	ENSMUSG00000037101
IP1_peak_111	Btg2	BTG anti-proliferation factor 2	chr1	134063563	134063563	1	*	9.70463	Distal Intergenic	1	134075170	134079120	3951	2	12227	ENSMUST00000020692.6	15557	ENSMUSG00000020423
IP1_peak_90	Ccdc93	coiled-coil domain containing 93	chr1	121400375	121400375	1	*	9.70023	Distal Intergenic	1	121431049	121506460	75412	1	70829	ENSMUST00000036025.15	-30674	ENSMUSG00000026339
IP1_peak_117	Cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component	chr1	143145743	143145743	1	*	9.70023	Distal Intergenic	1	143606161	143640581	34421	2	214498	ENSMUST00000162638.1	494838	ENSMUSG00000026361
IP1_peak_170	Ush2a	usherin	chr1	188457476	188457476	1	*	9.70023	Intron (ENSMUST00000060479.13/22283, intron 19 of 70)	1	188537807	188678687	140881	1	22283	ENSMUST00000142159.1	-80331	ENSMUSG00000026609
IP1_peak_296	Tns3	tensin 3	chr11	8446295	8446295	1	*	9.70023	Intron (ENSMUST00000239091.1/319939, intron 24 of 30)	11	8451070	8468675	17606	2	319939	ENSMUST00000129074.1	22380	ENSMUSG00000020422
IP1_peak_442	Ncoa1	nuclear receptor coactivator 1	chr12	4417759	4417759	1	*	9.70023	Promoter (<=1kb)	12	4339111	4416807	77697	2	17977	ENSMUST00000219715.1	-952	ENSMUSG00000020647
IP1_peak_572	Cdkal1	CDK5 regulatory subunit associated protein 1-like 1	chr13	29769889	29769889	1	*	9.70023	Intron (ENSMUST00000140278.7/68916, intron 5 of 16)	13	29777296	29855431	78136	2	68916	ENSMUST00000124532.7	85542	ENSMUSG00000006191
IP1_peak_632	Mir466f-4	microRNA 466f-4	chr13	71139047	71139047	1	*	9.70023	Distal Intergenic	13	71107089	71107209	121	1	100316804	ENSMUST00000116930.1	31958	ENSMUSG00000080580
IP1_peak_694	Adk	adenosine kinase	chr14	21252755	21252755	1	*	9.70023	Intron (ENSMUST00000045376.10/11534, intron 6 of 10)	14	21318125	21326793	8669	1	11534	ENSMUST00000223645.1	-65370	ENSMUSG00000039197
IP1_peak_869	Adamts20	ADAM metallopeptidase with thrombospondin type 1 motif 20	chr15	94254719	94254719	1	*	9.70023	Distal Intergenic	15	94270163	94404258	134096	2	223838	ENSMUST00000035342.10	149539	ENSMUSG00000022449
IP1_peak_874	Nckap5l	NCK-associated protein 5-like	chr15	99440663	99440663	1	*	9.70023	Intron (ENSMUST00000023747.13/380969, intron 1 of 12)	15	99423615	99424537	923	2	380969	ENSMUST00000161004.1	-16126	ENSMUSG00000023009
IP1_peak_934	Zpld1	zona pellucida like domain containing 1	chr16	55190541	55190541	1	*	9.70023	Distal Intergenic	16	55225175	55283237	58063	2	239852	ENSMUST00000036412.3	92696	ENSMUSG00000064310
IP1_peak_1019	Sapcd1	suppressor APC domain containing 1	chr17	35027373	35027373	1	*	9.70023	Promoter (<=1kb)	17	35025959	35027659	1701	2	78376	ENSMUST00000173211.7	286	ENSMUSG00000036185
IP1_peak_1023	Gm17830	predicted gene, 17830	chr17	49220031	49220031	1	*	9.70023	Distal Intergenic	17	49307804	49312241	4438	2	100415784	ENSMUST00000233890.1	92210	ENSMUSG00000117221
IP1_peak_1028	Ptprs	protein tyrosine phosphatase receptor type S	chr17	56474974	56474974	1	*	9.70023	Promoter (<=1kb)	17	56454966	56474627	19662	2	19280	ENSMUST00000223742.1	-347	ENSMUSG00000013236
IP1_peak_1051	Adcyap1	adenylate cyclase activating polypeptide 1	chr17	93409498	93409498	1	*	9.70023	Distal Intergenic	17	93202076	93205563	3488	1	11516	ENSMUST00000234204.1	207422	ENSMUSG00000024256
IP1_peak_1184	Cacul1	CDK2 associated, cullin domain 1	chr19	60615673	60615673	1	*	9.70023	Intron (ENSMUST00000236155.1/ENSMUST00000236155.1, intron 1 of 2)	19	60524696	60581025	56330	2	78832	ENSMUST00000081790.14	-34648	ENSMUSG00000033417
IP1_peak_1224	Pbx3	pre B cell leukemia homeobox 3	chr2	34279917	34279917	1	*	9.70023	Intron (ENSMUST00000113132.8/18516, intron 2 of 7)	2	34172873	34288852	115980	2	18516	ENSMUST00000176213.7	8935	ENSMUSG00000038718
IP1_peak_1311	Vps18	VPS18 CORVET/HOPS core subunit	chr2	119301445	119301445	1	*	9.70023	Distal Intergenic	2	119288787	119298326	9540	1	228545	ENSMUST00000151500.1	12658	ENSMUSG00000034216
IP1_peak_1402	1700008P02Rik	RIKEN cDNA 1700008P02 gene	chr3	6887129	6887129	1	*	9.70023	Distal Intergenic	3	6615418	6620443	5026	2	69347	ENSMUST00000091364.3	-266686	ENSMUSG00000069118
IP1_peak_1494	Alpk1	alpha-kinase 1	chr3	127746109	127746109	1	*	9.70023	Intron (ENSMUST00000029662.11/71481, intron 1 of 13)	3	127670310	127729571	59262	2	71481	ENSMUST00000198955.4	-16538	ENSMUSG00000028028
IP1_peak_1579	Ptprd	protein tyrosine phosphatase receptor type D	chr4	76370136	76370136	1	*	9.70023	Intron (ENSMUST00000107289.8/19266, intron 1 of 35)	4	75944958	76344243	399286	2	19266	ENSMUST00000050757.15	-25893	ENSMUSG00000028399
IP1_peak_1584	Mpdz	multiple PDZ domain crumbs cell polarity complex component	chr4	81726871	81726871	1	*	9.70023	Distal Intergenic	4	81416540	81442815	26276	2	17475	ENSMUST00000142273.1	-284056	ENSMUSG00000028402
IP1_peak_1606	E130114P18Rik	RIKEN cDNA E130114P18 gene	chr4	97602739	97602739	1	*	9.70023	Intron (ENSMUST00000146447.7/319865, intron 3 of 5)	4	97568133	97584636	16504	2	319865	ENSMUST00000147925.7	-18103	NA
IP1_peak_1683	Igsf21	immunoglobulin superfamily, member 21	chr4	140242473	140242473	1	*	9.70023	Intron (ENSMUST00000039331.8/230868, intron 1 of 9)	4	140026846	140246784	219939	2	230868	ENSMUST00000039331.8	4311	ENSMUSG00000040972
IP1_peak_2010	Vwf	Von Willebrand factor	chr6	125618034	125618034	1	*	9.70023	Intron (ENSMUST00000112254.7/22371, intron 18 of 51)	6	125603550	125642924	39375	1	22371	ENSMUST00000134073.1	14484	ENSMUSG00000001930
IP1_peak_2063	Klhl25	kelch-like 25	chr7	75983700	75983700	1	*	9.70023	Distal Intergenic	7	75848441	75865627	17187	1	207952	ENSMUST00000205887.1	135259	ENSMUSG00000055652
IP1_peak_2428	Eomes	eomesodermin	chr9	118476281	118476281	1	*	9.70023	Promoter (1-2kb)	9	118478212	118485366	7155	1	13813	ENSMUST00000111763.7	-1931	ENSMUSG00000032446
IP1_peak_2186	Sorbs2	sorbin and SH3 domain containing 2	chr8	45558089	45558089	1	*	9.67043	Intron (ENSMUST00000067065.13/234214, intron 1 of 25)	8	45507918	45827593	319676	1	234214	ENSMUST00000171337.9	50171	ENSMUSG00000031626
IP1_peak_406	Gm11681	predicted gene 11681	chr11	112818041	112818041	1	*	9.6685	Distal Intergenic	11	112792731	112799008	6278	2	100038732	ENSMUST00000127337.1	-19033	ENSMUSG00000075437
IP1_peak_613	Cplx2	complexin 2	chr13	54412498	54412498	1	*	9.65365	Distal Intergenic	13	54371349	54383917	12569	1	12890	ENSMUST00000026985.8	41149	ENSMUSG00000025867
IP1_peak_30	4930448I06Rik	RIKEN cDNA 4930448I06 gene	chr1	41814626	41814626	1	*	9.63937	Intron (ENSMUST00000186391.1/ENSMUST00000186391.1, intron 1 of 5)	1	41167587	41181252	13666	2	74897	ENSMUST00000194002.1	-633374	ENSMUSG00000104072
IP1_peak_52	Erbb4	erb-b2 receptor tyrosine kinase 4	chr1	69046735	69046735	1	*	9.63937	Intron (ENSMUST00000119142.7/13869, intron 1 of 27)	1	68032186	69107756	1075571	2	13869	ENSMUST00000119142.7	61021	ENSMUSG00000062209
IP1_peak_82	D830032E09Rik	RIKEN cDNA D830032E09 gene	chr1	108800357	108800357	1	*	9.63937	Distal Intergenic	1	107936709	108028337	91629	1	319596	ENSMUST00000189497.1	863648	ENSMUSG00000100457
IP1_peak_119	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)	chr1	149896698	149896698	1	*	9.63937	Intron (ENSMUST00000070200.14/18783, intron 5 of 17)	1	149886184	149902199	16016	2	18783	ENSMUST00000155438.1	5501	ENSMUSG00000056220
IP1_peak_234	Fam241b	family with sequence similarity 241, member B	chr10	62114029	62114029	1	*	9.63937	Promoter (2-3kb)	10	62108210	62111050	2841	2	69894	ENSMUST00000142796.7	-2979	ENSMUSG00000020083
IP1_peak_798	4921515E04Rik	RIKEN cDNA 4921515E04 gene	chr15	18052697	18052697	1	*	9.63937	Distal Intergenic	15	18078118	18259800	181683	2	70886	ENSMUST00000183117.2	207103	ENSMUSG00000098150
IP1_peak_964	Adamts5	ADAM metallopeptidase with thrombospondin type 1 motif 5	chr16	85887895	85887895	1	*	9.63937	Exon (ENSMUST00000023611.6/23794, exon 2 of 8)	16	85856173	85901828	45656	2	23794	ENSMUST00000023611.6	13933	ENSMUSG00000022894
IP1_peak_1386	Zfp217	zinc finger protein 217	chr2	170218827	170218827	1	*	9.63937	Distal Intergenic	2	170120719	170148103	27385	2	228913	ENSMUST00000149318.1	-70724	ENSMUSG00000052056
IP1_peak_1387	1700028P15Rik	RIKEN cDNA 1700028P15 gene	chr2	171406250	171406250	1	*	9.63937	Distal Intergenic	2	171958188	171962131	3944	2	75655	ENSMUST00000151904.1	555881	ENSMUSG00000086823
IP1_peak_1398	Hnf4g	hepatocyte nuclear factor 4, gamma	chr3	3832137	3832137	1	*	9.63937	Distal Intergenic	3	3634150	3658052	23903	1	30942	ENSMUST00000108394.2	197987	ENSMUSG00000017688
IP1_peak_1427	Pcdh18	protocadherin 18	chr3	49033214	49033214	1	*	9.63937	Distal Intergenic	3	49752421	49755464	3044	2	73173	ENSMUST00000194603.1	722250	ENSMUSG00000037892
IP1_peak_1604	E130114P18Rik	RIKEN cDNA E130114P18 gene	chr4	97282937	97282937	1	*	9.63937	Distal Intergenic	4	97568133	97584596	16464	2	319865	ENSMUST00000148653.7	301659	NA
IP1_peak_1782	Lrrc8d	leucine rich repeat containing 8D	chr5	105740621	105740621	1	*	9.63937	Intron (ENSMUST00000060531.15/231549, intron 2 of 2)	5	105732230	105832436	100207	1	231549	ENSMUST00000140081.7	8391	ENSMUSG00000046079
IP1_peak_1852	Tmem132d	transmembrane protein 132D	chr5	128439960	128439960	1	*	9.63937	Distal Intergenic	5	127781630	128433077	651448	2	243274	ENSMUST00000044441.7	-6883	ENSMUSG00000034310
IP1_peak_1998	Grm7	glutamate receptor, metabotropic 7	chr6	111373205	111373205	1	*	9.63937	Intron (ENSMUST00000174018.7/108073, intron 9 of 9)	6	111495715	111499933	4219	1	108073	ENSMUST00000173001.2	-122510	ENSMUSG00000056755
IP1_peak_2000	1700054K19Rik	RIKEN cDNA 1700054K19 gene	chr6	111866141	111866141	1	*	9.63937	Distal Intergenic	6	112210708	112212519	1812	1	67336	ENSMUST00000186102.1	-344567	NA
IP1_peak_2118	4933440M02Rik	RIKEN cDNA 4933440M02 gene	chr7	125025088	125025088	1	*	9.63937	Distal Intergenic	7	125284025	125338272	54248	2	71208	ENSMUST00000205794.1	313184	ENSMUSG00000045928
IP1_peak_2179	5430403N17Rik	RIKEN cDNA 5430403N17 gene	chr8	35933977	35933977	1	*	9.63937	Distal Intergenic	8	35864085	35882957	18873	2	330737	ENSMUST00000210717.1	-51020	ENSMUSG00000109761
IP1_peak_1045	4933433H22Rik	RIKEN cDNA 4933433H22 gene	chr17	84081894	84081894	1	*	9.63746	Intron (ENSMUST00000234076.1/74473, intron 2 of 5)	17	84078660	84089875	11216	1	74473	ENSMUST00000234076.1	3234	ENSMUSG00000117571
IP1_peak_2138	Mgmt	O-6-methylguanine-DNA methyltransferase	chr7	136845439	136845439	1	*	9.63205	Distal Intergenic	7	136894614	137130266	235653	1	17314	ENSMUST00000081510.3	-49175	ENSMUSG00000054612
IP1_peak_643	Gm17750	predicted gene, 17750	chr13	83984800	83984800	1	*	9.58871	Intron (ENSMUST00000223760.1/ENSMUST00000223760.1, intron 1 of 1)	13	84025297	84064772	39476	2	553095	ENSMUST00000182477.1	79972	ENSMUSG00000098087
IP1_peak_666	Gm5086	predicted gene 5086	chr13	97546034	97546034	1	*	9.58871	Distal Intergenic	13	97559971	97583996	24026	1	328314	ENSMUST00000210827.1	-13937	ENSMUSG00000114926
IP1_peak_1371	Sulf2	sulfatase 2	chr2	166182526	166182526	1	*	9.5774	Distal Intergenic	2	166073914	166155663	81750	2	72043	ENSMUST00000146497.8	-26863	ENSMUSG00000006800
IP1_peak_1890	Medag	mesenteric estrogen dependent adipogenesis	chr5	149353133	149353133	1	*	9.5774	Distal Intergenic	5	149368476	149430682	62207	1	70717	ENSMUST00000201641.1	-15343	ENSMUSG00000029659
IP1_peak_1909	Lsm8	LSM8 homolog, U6 small nuclear RNA associated	chr6	18688916	18688916	1	*	9.5774	Distal Intergenic	6	18848579	18854053	5475	1	76522	ENSMUST00000056398.10	-159663	ENSMUSG00000044155
IP1_peak_2086	Gm15413	predicted gene 15413	chr7	96865535	96865535	1	*	9.5774	Intron (ENSMUST00000107162.7/23966, intron 25 of 32)	7	96791433	96801549	10117	2	791381	ENSMUST00000155101.1	-63986	ENSMUSG00000053049
IP1_peak_391	Neurod2	neurogenic differentiation 2	chr11	98334418	98334418	1	*	9.56175	Distal Intergenic	11	98325415	98329648	4234	2	18013	ENSMUST00000041685.6	-4770	ENSMUSG00000038255
IP1_peak_1519	Chd7	chromodomain helicase DNA binding protein 7	chr4	8799610	8799610	1	*	9.5334	Intron (ENSMUST00000039267.9/320790, intron 3 of 37)	4	8840322	8844721	4400	1	320790	ENSMUST00000130709.1	-40712	ENSMUSG00000041235
IP1_peak_786	Clybl	citrate lyase beta like	chr14	122323938	122323938	1	*	9.52211	Intron (ENSMUST00000026625.6/69634, intron 2 of 7)	14	122258041	122402227	144187	1	69634	ENSMUST00000226136.1	65897	ENSMUSG00000025545
IP1_peak_1285	Tspan18	tetraspanin 18	chr2	93252542	93252542	1	*	9.50668	Intron (ENSMUST00000111265.8/241556, intron 2 of 9)	2	93204247	93227786	23540	2	241556	ENSMUST00000028646.3	-24756	ENSMUSG00000027217
IP1_peak_1680	Gm13029	predicted gene 13029	chr4	140069946	140069946	1	*	9.50668	Intron (ENSMUST00000039331.8/230868, intron 3 of 9)	4	140142873	140144633	1761	1	102636673	ENSMUST00000137283.1	-72927	ENSMUSG00000086164
IP1_peak_347	Chd3	chromodomain helicase DNA binding protein 3	chr11	69365080	69365080	1	*	9.39445	Promoter (<=1kb)	11	69345136	69364779	19644	2	216848	ENSMUST00000128981.7	-301	ENSMUSG00000018474
IP1_peak_827	Mtss1	MTSS I-BAR domain containing 1	chr15	59040634	59040634	1	*	9.38188	Promoter (<=1kb)	15	58943360	59040597	97238	2	211401	ENSMUST00000226976.1	-37	ENSMUSG00000022353
IP1_peak_905	Heg1	heart development protein with EGF-like domains 1	chr16	33673759	33673759	1	*	9.36837	Distal Intergenic	16	33684370	33766813	82444	1	77446	ENSMUST00000232568.1	-10611	ENSMUSG00000075254
IP1_peak_1286	Ttc17	tetratricopeptide repeat domain 17	chr2	94398879	94398879	1	*	9.36837	Intron (ENSMUST00000111237.8/74569, intron 1 of 23)	2	94378688	94404991	26304	2	74569	ENSMUST00000150266.1	6112	ENSMUSG00000027194
IP1_peak_728	Spata13	spermatogenesis associated 13	chr14	60529217	60529217	1	*	9.33126	Intron (ENSMUST00000190392.1/ENSMUST00000190392.1, intron 2 of 2)	14	60634001	60691367	57367	1	219140	ENSMUST00000159169.1	-104784	ENSMUSG00000021990
IP1_peak_56	Ptprn	protein tyrosine phosphatase receptor type N	chr1	75250646	75250646	1	*	9.25851	Intron (ENSMUST00000027404.11/19275, intron 19 of 22)	1	75256858	75257997	1140	2	19275	ENSMUST00000187216.1	7351	ENSMUSG00000026204
IP1_peak_2272	6430548M08Rik	RIKEN cDNA 6430548M08 gene	chr8	120136853	120136853	1	*	9.25851	Intron (ENSMUST00000127664.1/108148, intron 1 of 15)	8	120144463	120145518	1056	1	234797	ENSMUST00000132229.1	-7610	ENSMUSG00000031824
IP1_peak_1958	Reg3g	regenerating islet-derived 3 gamma	chr6	78460551	78460551	1	*	9.22257	Distal Intergenic	6	78466269	78468571	2303	2	19695	ENSMUST00000176650.1	8020	ENSMUSG00000030017
IP1_peak_2035	Dpy19l3	dpy-19 like C-mannosyltransferase 3	chr7	35732947	35732947	1	*	9.22257	Intron (ENSMUST00000051377.14/233115, intron 3 of 18)	7	35725359	35729799	4441	2	233115	ENSMUST00000155451.1	-3148	ENSMUSG00000043671
IP1_peak_254	Krtap10-20	keratin associated protein 10-20	chr10	77815125	77815125	1	*	9.22239	Promoter (<=1kb)	10	77814682	77815404	723	1	100040299	ENSMUST00000220062.1	443	ENSMUSG00000112600
IP1_peak_820	Deptor	DEP domain containing MTOR-interacting protein	chr15	55137547	55137547	1	*	9.21956	Intron (ENSMUST00000096433.9/97998, intron 1 of 8)	15	55133453	55208885	75433	1	97998	ENSMUST00000226687.1	4094	ENSMUSG00000022419
IP1_peak_479	Arl4a	ADP-ribosylation factor-like 4A	chr12	39956658	39956658	1	*	9.17866	Distal Intergenic	12	40005447	40037367	31921	2	11861	ENSMUST00000144910.1	80709	ENSMUSG00000047446
IP1_peak_659	Sv2c	synaptic vesicle glycoprotein 2c	chr13	96175756	96175756	1	*	9.17866	Distal Intergenic	13	95954594	96132577	177984	2	75209	ENSMUST00000161263.7	-43179	ENSMUSG00000051111
IP1_peak_1590	Slc24a2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2	chr4	87026933	87026933	1	*	9.17866	Intron (ENSMUST00000107157.8/76376, intron 7 of 10)	4	86996136	87011673	15538	2	76376	ENSMUST00000140780.1	-15260	ENSMUSG00000037996
IP1_peak_1650	1700057H15Rik	RIKEN cDNA 1700057H15 gene	chr4	124486290	124486290	1	*	9.17866	Promoter (<=1kb)	4	124449902	124485959	36058	2	78460	ENSMUST00000143859.7	-331	NA
IP1_peak_2437	Vipr1	vasoactive intestinal peptide receptor 1	chr9	121667413	121667413	1	*	9.14579	Promoter (1-2kb)	9	121668713	121669509	797	1	22354	ENSMUST00000149959.1	-1300	ENSMUSG00000032528
IP1_peak_858	Celsr1	cadherin, EGF LAG seven-pass G-type receptor 1	chr15	85994115	85994115	1	*	9.13775	Intron (ENSMUST00000016172.8/12614, intron 1 of 34)	15	85898930	85978730	79801	2	12614	ENSMUST00000226840.1	-15385	ENSMUSG00000016028
IP1_peak_1164	Tll2	tolloid-like 2	chr19	41164730	41164730	1	*	9.06068	Intron (ENSMUST00000025986.14/24087, intron 2 of 20)	19	41083981	41206774	122794	2	24087	ENSMUST00000169941.1	42044	ENSMUSG00000025013
IP1_peak_13	Khdc1b	KH domain containing 1B	chr1	21411723	21411723	1	*	9.04082	Intron (ENSMUST00000029667.12/226922, intron 11 of 13)	1	21383556	21386373	2818	1	98582	ENSMUST00000147615.1	28167	ENSMUSG00000085079
IP1_peak_259	Mir1191b	microRNA 1191b	chr10	81417041	81417041	1	*	9.04082	Promoter (<=1kb)	10	81416240	81416297	58	2	102465778	ENSMUST00000199973.1	-744	ENSMUSG00000105379
